"","id","institutionCode","collectionCode","ownerInstitutionCode","basisOfRecord","occurrenceID","catalogNumber","otherCatalogNumbers","kingdom","phylum","class","order","family","scientificName","taxonID","scientificNameAuthorship","genus","specificEpithet","taxonRank","infraspecificEpithet","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","taxonRemarks","identificationQualifier","typeStatus","recordedBy","recordedByID","associatedCollectors","recordNumber","eventDate","year","month","day","startDayOfYear","endDayOfYear","verbatimEventDate","occurrenceRemarks","habitat","substrate","host","verbatimAttributes","fieldNumber","informationWithheld","dataGeneralizations","dynamicProperties","associatedTaxa","reproductiveCondition","establishmentMeans","cultivationStatus","lifeStage","sex","individualCount","samplingProtocol","samplingEffort","preparations","country","stateProvince","county","municipality","locality","locationRemarks","localitySecurity","localitySecurityReason","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimCoordinates","georeferencedBy","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimElevation","disposition","language","recordEnteredBy","modified","sourcePrimaryKey.dbpk","collId","recordId","references"
"160714","5507252","N/A","","","HumanObservation","","1219558","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Boletales","Calostomataceae","Calostoma fuscum","124383","(Berk.) Massee","Calostoma","fuscum","","","","","","","","","","Ratkowsky, D. David","","","","2007-05-25","2007","5","25","145","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.68333032715715","146.66666144262874","","5000","472691.0, 5274296.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","ba996288-d150-4e29-a7d4-7b77606ffe60","105","urn:uuid:25d792b2-9b18-4afe-9cda-8c166542c162","http://mycoportal.org/portal/collections/individual/index.php?occid=5507252"
"153487","5499744","N/A","","","HumanObservation","","38517","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius elegans","282034","(Cleland) Grgur.","Marasmius","elegans","","","","","","","","","","Fungimap Recorder Number: 760","","","","2004-07-10","2004","7","10","192","","10/7/2004","Habitat: Dampish forest Substrate: soil Host: Further Comments: FoGG Fungi Frolic","Dampish forest","","","","","","","","","","","","","","","","","","Australia","Victoria","","","Grampians NP, Jimmys Creek","","0","","-37.3725","142.50666666666666","","1000","-37.3725, 142.50666666666666","","","","","Located on map using description of location from the recorder.","","","","","","","","","","2018-08-23 19:17:58","b10dc10a-8119-4734-bd52-9738c2f3b1ea","105","urn:uuid:a5e9394d-2fec-41b9-8015-053712fe3467","http://mycoportal.org/portal/collections/individual/index.php?occid=5499744"
"119328","5464188","N/A","","","HumanObservation","","64472","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Russulales","Russulaceae","Lactarius clarkeae","257593","Cleland","Lactarius","clarkeae","","","","","","","","","","Fungimap Recorder Number: 1287","","","","2013-04-19","2013","4","19","109","","19/4/2013","Habitat: Substrate: Host: Further Comments: Collected by Lil Spadijer","","","","","","","","","","","","","","","","","","","Australia","Queensland","","","Buaraba Ck, Ravensbourne NP","","0","","-27.35","152.2","","1000","-27.35, 152.2","","","","","","","","","","","","","","","2018-08-23 19:17:58","83a801cd-ba13-45e4-9e47-c39d737ff216","105","urn:uuid:65b35c6a-8548-48f2-a740-c0cb0869af06","http://mycoportal.org/portal/collections/individual/index.php?occid=5464188"
"75387","5418492","N/A","","","HumanObservation","","GR133627","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Marasmiaceae","Rhodocollybia butyracea","188783","(Bull.) Lennox","Rhodocollybia","butyracea","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-04-11","2004","4","11","102","","Sun Apr 11 00:00:00 EST 2004","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Clarks Cliffs","","0","","-43.099986","147.783341","","","-43.099986, 147.783341","","","","","","","","","","","","","","","2018-08-23 19:17:58","48bf7ce4-6fe4-4bfd-aca8-facafe655a98","105","urn:uuid:7ffbbc76-ab65-44d7-9253-a348b79db0c2","http://mycoportal.org/portal/collections/individual/index.php?occid=5418492"
"12265","4773475","MUOB","","","Observation","","MO271544","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Phallales","Phallaceae","Phallus rubicundus","364954","(Bosc) Fr.","Phallus","rubicundus","","","","","","","","","","Lucy (lucya)","","","","2017-03-05","2017","3","5","64","","2017-03-05","Found by friend","","","","<a href='http://mushroomobserver.org/271544' target='_blank' style='color: blue;'>Original observation #271544 (Mushroom Observer)</a>","","","","","","","","","","","","","","","Australia","New South Wales","","","Centennial Park","","0","","-33.8979","151.2325","","","","","","","","","","","","","","","Not vouchered","","","2017-07-01 16:27:11","MO271544","36","urn:uuid:94ec6097-5a22-4e45-90bd-efb14b1cf03b","http://mycoportal.org/portal/collections/individual/index.php?occid=4773475"
"167447","5514269","N/A","","","HumanObservation","","GR132691","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Entolomataceae","Entoloma readiae var. sulphureum","723782","(E. Horak) G.M. Gates & Noordel.","Entoloma","readiae","var.","sulphureum","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-03-04","2004","3","4","64","","Thu Mar 04 00:00:00 EST 2004","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Duckhole Lake","","0","","-43.366653","146.883332","","","-43.366653, 146.883332","","","","","","","","","","","","","","","2018-08-23 19:17:58","c3a1db5f-e73b-48b1-9ba6-14d2cdb3ec44","105","urn:uuid:474d1043-4ec8-4b63-8890-be34fc73a1bd","http://mycoportal.org/portal/collections/individual/index.php?occid=5514269"
"201480","5552859","N/A","","","HumanObservation","","116931","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Strophariaceae","Pholiota squarrosipes","367416","Cleland","Pholiota","squarrosipes","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-07-13","2004","7","13","195","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.699987","147.849999","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","f5467364-e90e-4e5a-9f98-d649d1cc535e","105","urn:uuid:19c47fb7-1542-47bd-9112-05b35d150f09","http://mycoportal.org/portal/collections/individual/index.php?occid=5552859"
"58250","5400646","N/A","","","HumanObservation","","GR123867","","Fungi","Fungi Incertae Sedis","Leotiomycetes","Helotiales","Leotiaceae","Leotia lubrica","269222","(Scop.) Pers.","Leotia","lubrica","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-08-20","2002","8","20","232","","Tue Aug 20 00:00:00 EST 2002","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Duckhole Lake","","0","","-43.366653","146.883332","","","-43.366653, 146.883332","","","","","","","","","","","","","","","2018-08-23 19:17:58","31d61499-26f8-4d15-9c0e-f1daaabc5c78","105","urn:uuid:19576461-4301-4864-bdaa-ed654fb22a68","http://mycoportal.org/portal/collections/individual/index.php?occid=5400646"
"4515","2269754","UC","","","PreservedSpecimen","b0b2c5b6-6b4e-44fe-9b83-f86b1acc7207","UC2035455","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Polyporaceae","Microporus xanthopus","185758","(Fr.) Kuntze","Microporus","xanthopus","","","","","","","","","","D. A. Powell","","","s.n.","1983-07-00","1983","7","","","","","","","","","","","","","","","","","0","","","","","","","Australia","","","","Christmas Island, Indian Ocean.","","0","","","","","","","","","","","","","","","","","","","","yeonjic75","2017-11-13 18:38:19","","17","urn:uuid:b0b2c5b6-6b4e-44fe-9b83-f86b1acc7207","http://mycoportal.org/portal/collections/individual/index.php?occid=2269754"
"206601","5558191","N/A","","","HumanObservation","","1015233","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena vinacea","299127","Cleland","Mycena","vinacea","","","","","","","","","","Ratkowsky, D. David","","","","2004-09-13","2004","9","13","257","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.89999662831357","147.24999867572535","","100","520410.0, 5250260.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","fc29c283-680d-4968-b505-28c5d1aa18f7","105","urn:uuid:f430dbb8-f738-4adb-bc8a-a0e1ed00c770","http://mycoportal.org/portal/collections/individual/index.php?occid=5558191"
"183032","5533702","N/A","","","HumanObservation","","126092","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena kuurkacea","298373","Grgur.","Mycena","kuurkacea","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2006-05-20","2006","5","20","140","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.158322","146.833335","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","dcf1d265-216e-4d44-b33a-f9ef13f5d869","105","urn:uuid:7c6d0720-4fb8-4607-a41c-471e581fac03","http://mycoportal.org/portal/collections/individual/index.php?occid=5533702"
"52229","5394370","N/A","","","HumanObservation","","GR119702","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Boletales","Serpulaceae","Austropaxillus muelleri","109922","(Berk.) Bresinsky & Jarosch","Austropaxillus","muelleri","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-03-09","2002","3","9","68","","Sat Mar 09 00:00:00 EST 2002","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Duckhole Lake","","0","","-43.366653","146.883332","","","-43.366653, 146.883332","","","","","","","","","","","","","","","2018-08-23 19:17:58","29c15be9-dd9d-4979-880f-c484b75a2bba","105","urn:uuid:4eba762a-d67d-4109-8330-e64304771702","http://mycoportal.org/portal/collections/individual/index.php?occid=5394370"
"198741","5550017","N/A","","","HumanObservation","","115978","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Marasmiaceae","Marasmiellus affixus","185418","(Berk.) Singer","Marasmiellus","affixus","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-06-08","2004","6","8","160","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-41.316655","147.916666","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","f1976a23-9181-4915-8a14-82e6d73ac692","105","urn:uuid:ba21cfcb-c893-4484-9e80-0147095d5d1f","http://mycoportal.org/portal/collections/individual/index.php?occid=5550017"
"141035","5486759","N/A","","","HumanObservation","","96730","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Polyporaceae","Trametes versicolor","189955","(L.) Lloyd","Trametes","versicolor","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2001-09-02","2001","9","2","245","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.933323","147.350007","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","a0804714-00b8-464b-b5fa-328e084548d9","105","urn:uuid:d88e529a-5075-4c51-b7d2-50eb737d0916","http://mycoportal.org/portal/collections/individual/index.php?occid=5486759"
"21932","5362827","N/A","","","HumanObservation","","135467","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Cantharellales","Aphelariaceae","Tremellodendropsis pusio","189999","(Berk.) D.A. Crawford","Tremellodendropsis","pusio","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2012-09-03","2012","9","3","247","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.949992","147.200005","","","","","","","","","","","","","","","","","","2018-08-23 19:18:50","0126185d-90a4-41fe-8cc4-ec9a80f7641c","105","urn:uuid:a7819921-2fdb-403f-bb89-45de16b4de8e","http://mycoportal.org/portal/collections/individual/index.php?occid=5362827"
"6811","1193763","BPI","","","PreservedSpecimen","","BPI 312651","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Polystictus cinnabarinus","527289","(Jacq.) Cooke","Polystictus","cinnabarinus","","","Lloyd C. G.","","","","","","","Benham Ellen Ida","","","","","","","","","","","","","","Substrate Undetermined","","","","","","","","","","","","","","","Box","Australia","","","","Adelaide","","0","","-34.92869","138.60102","","301","","GeoLocate (High Precision)","","","","","","","","","","","","","preprocessed","2019-02-14 14:51:47","BPI 312651","24","urn:uuid:1f9335df-175c-4339-89b0-08cfa8518de4","http://mycoportal.org/portal/collections/individual/index.php?occid=1193763"
"208895","5560580","N/A","","","HumanObservation","","101382","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Pluteaceae","Pluteus atromarginatus","382506","(Konrad) Kühner","Pluteus","atromarginatus","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-05-16","2002","5","16","136","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.199986","146.866676","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","ff17cb34-7176-4767-bc79-cc963d95899b","105","urn:uuid:879bd280-459d-4b8f-9b78-6dba30ddd815","http://mycoportal.org/portal/collections/individual/index.php?occid=5560580"
"198245","5549503","N/A","","","HumanObservation","","82257","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Clavariaceae","Clavaria miniata","142471","Berk.","Clavaria","miniata","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","1999-03-18","1999","3","18","77","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.866653","147.150008","","1000","","","","","","","","","","","","","","","","2018-08-23 19:17:58","f0f2224f-5aaa-489c-b33f-8b4e3fa79a70","105","urn:uuid:682b220f-b834-4393-8198-21099516bb99","http://mycoportal.org/portal/collections/individual/index.php?occid=5549503"
"183892","5534605","N/A","","","HumanObservation","","GR136965","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Tricholomataceae","Conchomyces bursiformis","148512","(Berk.) E. Horak","Conchomyces","bursiformis","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2004-07-13","2004","7","13","195","","Tue Jul 13 00:00:00 EST 2004","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Wielangta","","0","","-42.699987","147.849999","","","-42.699987, 147.849999","","","","","","","","","","","","","","","2018-08-23 19:17:58","de1745c2-3d99-4e3c-83b6-375a24080c80","105","urn:uuid:5fbbfa8d-80eb-4106-84cb-4309330b2923","http://mycoportal.org/portal/collections/individual/index.php?occid=5534605"
"148051","5494084","N/A","","","HumanObservation","","GR125904","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe pseudograminicolor","244439","A.M. Young","Hygrocybe","pseudograminicolor","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-04-17","2003","4","17","107","","Thu Apr 17 00:00:00 EST 2003","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Bermuda Road","","0","","-43.066658","146.900004","","","-43.066658, 146.900004","","","","","","","","","","","","","","","2018-08-23 19:17:58","a9e20025-b1f1-4ea7-b483-fd9a84f645cf","105","urn:uuid:a34f1dbe-3b0b-402f-8448-0d83d78ce2bc","http://mycoportal.org/portal/collections/individual/index.php?occid=5494084"
"38023","5379587","N/A","","","HumanObservation","","60914","","Fungi","Fungi Incertae Sedis","Leotiomycetes","Helotiales","Helotiaceae","Bisporella citrina","114704","(Batsch) Korf & S.E. Carp.","Bisporella","citrina","","","","","","","","","","Fungimap Recorder Number:","","","","2012-05-03","2012","5","3","124","","3/5/2012","Habitat: Nothofagus cunninghamii rainforest, sassafras, almost no ground layer/ understory Substrate: Host: Further Comments:","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","Savage River Bridge - western side, start of the Mt Donaldson Track","","0","","-43.233325","147.383332","","","","","","","","","","","","","","","","","","2018-08-23 19:18:50","16d943e4-1512-4bc9-9696-f699422305fe","105","urn:uuid:3aca91b4-51cc-42cf-bcc7-0f84aac9dca9","http://mycoportal.org/portal/collections/individual/index.php?occid=5379587"
"22216","5363123","N/A","","","HumanObservation","","15086","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Pluteaceae","Volvopluteus gloiocephalus","561573","(DC.) Vizzini, Contu & Justo","Volvopluteus","gloiocephalus","","","","","","","","","","Fungimap Recorder Number: 143","","","","2003-06-21","2003","6","21","172","","21/6/2003","Habitat: Substrate: mown grass, mainly Kikuyu Host: Further Comments: 1 cap","","","","","","","","","","","","","","","1","","","","Australia","Victoria","","","Pt Lonsdale cemetery","","0","","-38.27722222222222","144.61055555555555","","1000","-38.27722222222222, 144.61055555555555","","","","","Melways","","","","","","","","","","2018-08-23 19:17:58","0185754f-2c42-48a2-a886-d0bd87c69385","105","urn:uuid:7937c0dc-f2ab-4e6b-b70e-e06979d2690c","http://mycoportal.org/portal/collections/individual/index.php?occid=5363123"
"27611","5368755","N/A","","","HumanObservation","","102445","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Strophariaceae","Gymnopilus junonius","183870","(Fr.) P.D. Orton","Gymnopilus","junonius","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-06-15","2002","6","15","166","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-40.933328","144.616672","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","08db9322-660d-430c-853c-6ea2170cebf4","105","urn:uuid:4104e6c1-4f5b-44ba-bf05-d8f0610d4a5e","http://mycoportal.org/portal/collections/individual/index.php?occid=5368755"
"187119","5537960","N/A","","","HumanObservation","","991700","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Polyporales","Polyporaceae","Fomes hemitephrus","220938","(Berk.) Cooke","Fomes","hemitephrus","","","","","","","","","","Ratkowsky, D. David","","","","2000-04-14","2000","4","14","105","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.83333525495847","146.26666932502306","","100","440066.0, 5257432.0","","","","","","","","","","","","","","","2018-08-23 19:17:58","e242399a-7752-4081-807a-494f6b3a234e","105","urn:uuid:c6057bb2-df9f-471a-bed1-6221ebdf37c5","http://mycoportal.org/portal/collections/individual/index.php?occid=5537960"
"198681","5549954","N/A","","","HumanObservation","","107392","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Cyphellaceae","Chondrostereum purpureum","138279","(Pers.) Pouzar","Chondrostereum","purpureum","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2003-05-18","2003","5","18","138","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-42.916656","147.250009","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","f1874f18-41fc-4d6b-9269-db0b3d7be62e","105","urn:uuid:3d3e47cb-c132-46bf-ac82-faddd52d5454","http://mycoportal.org/portal/collections/individual/index.php?occid=5549954"
"199044","5550332","N/A","","","HumanObservation","","16258","","Fungi","Fungi Incertae Sedis","Sordariomycetes","Xylariales","Xylariaceae","Poronia erici","389669","Lohmeyer & Benkert","Poronia","erici","","","","","","","","","","Fungimap Recorder Number: 49","","","","2003-08-05","2003","8","5","217","","5/8/2003","Habitat: Granite outcrop with shrubby heath Substrate: on kangaroo dung Host: Further Comments:","Granite outcrop with shrubby heath","","","","","","","","","","","","","","","","","","Australia","South Australia","","","Corobinnie Hill CP near Wudinna","","0","","-33.009166666666665","135.72555555555556","","50","-33.009166666666665, 135.72555555555556","","","","","GPS Device Unknown","","","","","","120.0","","","","2018-08-23 19:17:58","f2006cca-47a1-4563-a62e-ceb43eccc470","105","urn:uuid:4e175023-5949-4e2a-8f3b-5dba786c7423","http://mycoportal.org/portal/collections/individual/index.php?occid=5550332"
"42570","5384303","N/A","","","HumanObservation","","65455","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Mycenaceae","Mycena mulawaestris","298534","Grgur.","Mycena","mulawaestris","","","","","","","","","","From the records of G. Gates and D. Ratkowsky","","","","2002-05-04","2002","5","4","124","","","","","","","","","","","","","","","","","","","","","","Australia","Tasmania","","","","","0","","-43.099986","147.783341","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","1cd76658-3a80-4eba-8135-9687036d5570","105","urn:uuid:aebef5cd-95ab-4d86-992e-a848545c5ce0","http://mycoportal.org/portal/collections/individual/index.php?occid=5384303"
"96895","5440846","N/A","","","HumanObservation","","","","Fungi","Fungi Incertae Sedis","Agaricomycetes","Agaricales","Agaricaceae","Agaricus augustus","87915","Fr.","Agaricus","augustus","","","","","","","","","","Corringham, R. Robin","","","http://www.bowerbird.org.au/obse","1996-05-11","1996","5","11","132","","","Agaricus augustus","","","","","","","","","","","","","","","","","","","Australia","New South Wales","","","","","0","","-35.98277580000001","150.14122580000003","","","","","","","","","","","","","","","","","","2018-08-23 19:17:58","65b2cdc5-26b5-431e-8a84-2e67e06dd147","105","urn:uuid:f126720f-2450-4ce4-bb8b-d8c09198524f","http://mycoportal.org/portal/collections/individual/index.php?occid=5440846"
