"","id","Sp_no","Species.name","LAT","LA2","LA3","LONG","LO2","LO3","LATDEC","LONGDET","latdec_fudged","londec_fudged","ALT","SGRIDS","PRCODE","STATE","VGR","LOCALITY","HABITAT","SUBSTRATE","HOSTgenus","HOSTsp","HOSTcname","DAY","MONTH","YEAR","date.comments","oldID","BATCH","PHOTO","SPECIMEN","Checked","Initial","date.checked","Basis...specimen","Basis...photo","PhotoID","Submitted.as","date.entered","DENTRY","SS","SH","SL","COMMENTS","COLL.NO","DET","HERB.NO","LITauth","LITbibl","AHC","recorded_by","Doubtful.record","Book.or.REF","REF.Number"
"51141",110439,147,147,42,13,0,146,1,0,42.216658,146.016669,0,0,"","LLG","1","TAS",NA,"Franklin River Nature Trail","","","","","",15,4,2008,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"44361",103472,280,280,42,44,0,146,25,0,42.733328,146.416667,0,0,"","LLG","1","TAS",NA,"Florentine F5 Road","","","","","",8,5,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"48301",108754,211,211,42,41,0,146,30,0,42.683327,146.500002,0,0,"","LLG","1","TAS",NA,"Growling Swallet","","","","","",6,4,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"48693",107870,220,220,43,6,0,146,41,0,43.099987,146.683338,0,0,"","LLG","1","TAS",NA,"Warra SST","","","","","",7,8,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"53143",112492,103,103,42,59,0,147,57,0,42.983326,147.950002,0,0,"","LLG","1","TAS",NA,"Macgregors Peak","","","","","",30,6,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"7652",66118,1765,1765,42,41,0,146,30,0,42.683327,146.500002,0,0,"","LLG","1","TAS",NA,"Growling Swallet","","","","","",21,4,2007,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"58143",117704,54,54,42,41,0,146,40,0,42.683321,146.666665,0,0,"","LLG","1","TAS",NA,"Lyrebird Walk","","","","","",9,6,1997,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"27097",85821,534,534,42,56,0,147,21,0,42.933323,147.350007,0,0,"","LLG","1","TAS",NA,"Truganini Track","","","","","",2,9,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"11293",69747,1652,1652,42,55,0,147,15,0,42.916656,147.250009,0,0,"","LLG","1","TAS",NA,"Mt. Wellington, S.E. Tracks","","","","","",15,12,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"27463",86193,529,529,42,54,0,147,15,0,42.899987,147.250003,0,0,"","LLG","1","TAS",NA,"Myrtle Gully","","","","","",3,5,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"45805",105051,272,272,43,12,0,146,52,0,43.199986,146.866676,0,0,"","LLG","1","TAS",NA,"Kermandie Falls","","","","","",24,10,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"39248",98283,342,342,42,59,0,147,10,0,42.98332,147.166666,0,0,"","LLG","1","TAS",NA,"Quarrys Creek, Longley","","","","","",2,7,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"40033",99162,337,337,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",23,3,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"18752",77479,771,771,42,50,0,146,22,0,42.833328,146.366675,0,0,"","LLG","1","TAS",NA,"Creepy Crawly","","","","","",28,5,2011,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"21740",80424,713,713,43,22,0,147,17,0,43.366659,147.283334,0,0,"","LLG","1","TAS",NA,"Mt. Mangana, Bruny Island","","","","","",17,5,2010,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"37874",96928,369,369,42,42,0,147,51,0,42.699987,147.849999,0,0,"","LLG","1","TAS",NA,"Wielangta","","","","","",4,9,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"33246",92196,447,447,40,3,0,148,4,0,40.049993,148.066673,0,0,"","LLG","1","TAS",NA,"Bruno's Gully, Flinders Island","","","","","",4,4,2002,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"20354",79071,736,736,43,22,0,146,53,0,43.366653,146.883332,0,0,"","LLG","1","TAS",NA,"Duckhole Lake","","","","","",20,4,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"29831",88716,486,486,42,43,0,146,39,0,42.716655,146.65,0,0,"","LLG","1","TAS",NA,"Marriotts Falls","","","","","",22,3,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"12291",70750,1615,1615,43,6,0,146,41,0,43.099987,146.683338,0,0,"","LLG","1","TAS",NA,"Warra SST","","","","","",11,5,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"42439",101650,311,311,42,56,0,147,21,0,42.933323,147.350007,0,0,"","LLG","1","TAS",NA,"Truganini Track","","","","","",3,8,2005,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"11697",70151,1639,1639,42,57,0,147,12,0,42.949992,147.200005,0,0,"","LLG","1","TAS",NA,"North West Bay River","","","","","",24,6,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"7716",66182,1760,1760,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",8,8,2002,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"23151",81930,654,654,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",12,10,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"55450",114961,75,75,42,56,0,147,21,0,42.933323,147.350007,0,0,"","LLG","1","TAS",NA,"Truganini Track","","","","","",24,5,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"45807",105053,272,272,42,55,0,147,15,0,42.916656,147.250009,0,0,"","LLG","1","TAS",NA,"Mt. Wellington, S.E. Tracks","","","","","",12,6,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"57699",117269,55,55,42,46,0,146,36,0,42.766661,146.60001,0,0,"","LLG","1","TAS",NA,"Maydena (Old Toilet Block)","","","","","",11,7,2002,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"18360",77045,811,811,42,37,0,147,16,0,42.616656,147.266668,0,0,"","LLG","1","TAS",NA,"Chauncy Vale","","","","","",10,6,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"12774",71259,1585,1585,43,22,0,146,53,0,43.366653,146.883332,0,0,"","LLG","1","TAS",NA,"Duckhole Lake","","","","","",13,3,2010,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"4591",19451,211,211,43,12,0,146,52,0,-43.2,146.8666667,NA,NA,"120-280","LLM","2","TAS",NA,"Kermandie Falls","Wet sclerophyll","","","","",29,8,2000,"","",13,"","",1,"","",NA,NA,NA,NA,"27/1/04","CFR","S","",NA,"",NA,NA,"",NA,NA,4,279,NA,NA,NA
"56970",116549,66,66,41,49,0,145,59,0,41.816659,145.983333,0,0,"","LLG","1","TAS",NA,"Pine Forest Hut to Frog Flats","","","","","",1,5,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"6431",46758,7,7,42,55,0,147,15,0,-42.91666667,147.25,0,0,"400-720","LLM","2","TAS",NA,"Mt. Wellington, S.E. Tracks","Wet sclerophyll","","","","",26,7,2004,"","",16,"","",2,"","",NA,NA,NA,NA,"12/7/10","GE","S","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"1523",11625,90,90,41,21,0,146,55,0,-41.35,146.9166667,NA,NA,"300","LLU","","TAS",NA,"Notley Fern Gorge","wet sclerophyll gully","","","","",18,3,2001,"","",6,"N","N",1,"","",NA,NA,NA,NA,"5/12/02","GL","S","",NA,"with D. Ratkowsky and K. Bonham",NA,NA,"",NA,NA,2,279,NA,NA,NA
"51158",110456,147,147,43,12,0,146,52,0,43.199986,146.866676,0,0,"","LLG","1","TAS",NA,"Kermandie Falls","","","","","",22,2,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"57565",117132,58,58,43,22,0,147,17,0,43.366659,147.283334,0,0,"","LLG","1","TAS",NA,"Mt. Mangana, Bruny Island","","","","","",8,4,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"39954",99080,337,337,41,42,0,146,46,0,41.699993,146.766666,0,0,"","LLG","1","TAS",NA,"Liffey Falls","","","","","",7,3,2009,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"19518",78258,762,762,42,41,0,146,30,0,42.683327,146.500002,0,0,"","LLG","1","TAS",NA,"Growling Swallet","","","","","",30,9,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"27496",86226,529,529,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",14,10,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"46579",105839,263,263,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",31,5,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"36619",95705,412,412,42,50,0,146,16,0,42.833326,146.266673,0,0,"","LLG","1","TAS",NA,"Wedge Forest Reserve","","","","","",6,5,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"34626",93675,438,438,43,4,0,147,53,0,43.06666,147.883333,0,0,"","LLG","1","TAS",NA,"Taranna Forest Reserve","","","","","",1,6,2002,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"53067",112415,115,115,42,57,0,146,44,0,42.949991,146.733339,0,0,"","LLG","1","TAS",NA,"Lake Skinner Track","","","","","",9,1,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"42698",101909,311,311,42,55,0,147,15,0,42.916656,147.250009,0,0,"","LLG","1","TAS",NA,"Mt. Wellington, S.E. Tracks","","","","","",24,12,1998,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"27214",85943,531,531,42,52,0,147,9,0,42.866653,147.150008,0,0,"","LLG","1","TAS",NA,"Myrtle Forest","","","","","",10,3,2005,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"20617",79294,735,735,42,57,0,147,12,0,42.949992,147.200005,0,0,"","LLG","1","TAS",NA,"North West Bay River","","","","","",29,8,2002,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"37208",96319,405,405,41,11,0,148,0,0,41.183323,148.000008,0,0,"","LLG","1","TAS",NA,"Blue Tier","","","","","",14,4,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"51794",111138,139,139,42,52,0,147,23,0,42.866659,147.383333,0,0,"","LLG","1","TAS",NA,"Waverley Flora Park","","","","","",25,5,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"38878",97957,351,351,43,6,0,146,41,0,43.099987,146.683338,0,0,"","LLG","1","TAS",NA,"Warra SST","","","","","",11,5,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"29852",88738,486,486,42,52,0,147,9,0,42.866653,147.150008,0,0,"","LLG","1","TAS",NA,"Myrtle Forest","","","","","",18,3,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"32475",91422,449,449,42,52,0,147,9,0,42.866653,147.150008,0,0,"","LLG","1","TAS",NA,"Myrtle Forest","","","","","",8,4,2008,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"37671",96789,369,369,42,42,0,147,51,0,42.699987,147.849999,0,0,"","LLG","1","TAS",NA,"Wielangta","","","","","",17,8,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"21515",80195,715,715,42,43,0,146,31,0,42.716656,146.516674,0,0,"","LLG","1","TAS",NA,"Lady Binney Walk, Florentine Valley","","","","","",17,7,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"42602",101813,311,311,41,21,0,146,55,0,41.349991,146.916674,0,0,"","LLG","1","TAS",NA,"Notley Gorge","","","","","",13,9,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"45106",104161,274,274,42,49,0,146,39,0,42.81666,146.649999,0,0,"","LLG","1","TAS",NA,"Styx Valley, Big Tree","","","","","",9,6,2007,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"53610",112937,94,94,43,6,0,146,41,0,43.099987,146.683338,0,0,"","LLG","1","TAS",NA,"Warra SST","","","","","",3,2,2006,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"40324",99456,337,337,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",22,11,2005,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"21557",80238,715,715,42,55,0,147,15,0,42.916656,147.250009,0,0,"","LLG","1","TAS",NA,"Mt. Wellington, S.E. Tracks","","","","","",18,5,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"55538",115049,75,75,42,54,0,147,15,0,42.899987,147.250003,0,0,"","LLG","1","TAS",NA,"Myrtle Gully","","","","","",13,5,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"16439",75089,1071,1071,41,6,0,147,37,0,41.099988,147.616667,0,0,"","LLG","1","TAS",NA,"Forester Road, Scottsdale","","","","","",29,4,2006,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"8940",67472,1716,1716,43,4,0,147,53,0,43.06666,147.883333,0,0,"","LLG","1","TAS",NA,"Taranna Forest Reserve","","","","","",10,5,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"27791",86575,523,523,42,41,0,146,30,0,42.683327,146.500002,0,0,"","LLG","1","TAS",NA,"Growling Swallet","","","","","",6,4,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"54489",113876,93,93,42,56,0,147,21,0,42.933323,147.350007,0,0,"","LLG","1","TAS",NA,"Truganini Track","","","","","",25,5,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"36553",95639,412,412,42,52,0,147,9,0,42.866653,147.150008,0,0,"","LLG","1","TAS",NA,"Myrtle Forest","","","","","",14,4,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"56294",115829,67,67,41,21,0,146,55,0,41.349991,146.916674,0,0,"","LLG","1","TAS",NA,"Notley Gorge","","","","","",25,4,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"29599",88447,486,486,42,50,0,146,41,0,42.833327,146.683333,0,0,"","LLG","1","TAS",NA,"Styx Valley, Chapel Tree","","","","","",23,2,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"14072",74707,1165,1165,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",6,7,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"52934",112281,123,123,43,4,0,146,54,0,43.066658,146.900004,0,0,"","LLG","1","TAS",NA,"Bermuda Road","","","","","",13,7,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"32970",91909,449,449,43,4,0,147,8,0,43.06666,147.133337,0,0,"","LLG","1","TAS",NA,"Pelverata Falls","","","","","",3,4,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"20183",80531,711,711,43,22,0,146,53,0,43.366653,146.883332,0,0,"","LLG","1","TAS",NA,"Duckhole Lake","","","","","",24,12,2011,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"20627",79304,735,735,43,6,0,146,41,0,43.099987,146.683338,0,0,"","LLG","1","TAS",NA,"Warra SST","","","","","",29,6,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"50151",109461,180,180,41,22,0,147,26,0,41.366653,147.433333,0,0,"","LLG","1","TAS",NA,"Mt. Barrow","","","","","",20,3,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"3049",13842,82,82,43,9,0,147,56,0,-43.15,147.9333333,NA,NA,"","LLU","","TAS",NA,"Cape Pillar Track","wet sclerophyll","","","","",8,7,2000,"","",4,"N","N",1,"","",NA,NA,NA,NA,"20/2/03","GE","S","",NA,"with D. Ratkowsky",NA,NA,"",NA,NA,2,279,NA,NA,NA
"8519",67099,1729,1729,43,6,0,146,43,0,43.099993,146.716665,0,0,"","LLG","1","TAS",NA,"Tahune","","","","","",26,11,2011,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"13937",72537,1378,1378,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",17,9,2011,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"57909",117486,54,54,42,43,0,146,39,0,42.716655,146.65,0,0,"","LLG","1","TAS",NA,"Marriotts Falls","","","","","",29,5,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"44348",103459,280,280,42,42,0,147,51,0,42.699987,147.849999,0,0,"","LLG","1","TAS",NA,"Wielangta","","","","","",29,1,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"17919",76601,872,872,42,55,0,147,15,0,42.916656,147.250009,0,0,"","LLG","1","TAS",NA,"Mt. Wellington, S.E. Tracks","","","","","",26,10,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"9010",67546,1710,1710,43,6,0,146,41,0,43.099987,146.683338,0,0,"","LLG","1","TAS",NA,"Warra SST","","","","","",24,5,2005,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"12256",70715,1615,1615,43,6,0,146,41,0,43.099987,146.683338,0,0,"","LLG","1","TAS",NA,"Warra SST","","","","","",16,3,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"41437",100675,318,318,41,21,0,146,55,0,41.349991,146.916674,0,0,"","LLG","1","TAS",NA,"Notley Gorge","","","","","",25,4,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"57344",116905,59,59,42,56,0,147,21,0,42.933323,147.350007,0,0,"","LLG","1","TAS",NA,"Truganini Track","","","","","",20,2,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"38307",97369,355,355,42,44,0,146,25,0,42.733328,146.416667,0,0,"","LLG","1","TAS",NA,"Timbs Track","","","","","",11,11,2003,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"23180",81959,654,654,43,7,0,146,54,0,43.116653,146.900009,0,0,"","LLG","1","TAS",NA,"Donnellys Road, Geeveston","","","","","",19,6,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"9098",67686,1700,1700,43,13,0,147,11,0,43.216657,147.183342,0,0,"","LLG","1","TAS",NA,"Garden Island Creek","","","","","",5,6,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"19153",77889,765,765,41,18,0,147,51,0,41.299989,147.85001,0,0,"","LLG","1","TAS",NA,"Ralphs Falls","","","","","",8,6,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"17362",76052,909,909,42,50,0,146,16,0,42.833326,146.266673,0,0,"","LLG","1","TAS",NA,"Wedge Forest Reserve","","","","","",21,4,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"52978",112325,123,123,42,55,0,147,15,0,42.916656,147.250009,0,0,"","LLG","1","TAS",NA,"Mt. Wellington, S.E. Tracks","","","","","",12,6,2001,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"27817",86601,523,523,42,42,0,147,51,0,42.699987,147.849999,0,0,"","LLG","1","TAS",NA,"Wielangta","","","","","",18,12,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"42908",102127,310,310,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",7,12,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"27087",85811,534,534,41,18,0,147,22,0,41.299994,147.366671,0,0,"","LLG","1","TAS",NA,"Skemps property, Myrtle Bank","","","","","",15,5,2004,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"47046",106311,256,256,43,4,0,147,57,0,43.066658,147.949999,0,0,"","LLG","1","TAS",NA,"Waterfall Bay","","","","","",31,8,2000,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
"58190",117751,54,54,42,41,0,146,42,0,42.683323,146.7,0,0,"","LLG","1","TAS",NA,"Mt. Field, Falls Loop","","","","","",9,5,1999,"","",1,"","",NA,"","",NA,NA,NA,NA,"18/3/15","AB","SS","",NA,"",NA,NA,"",NA,NA,NA,279,NA,NA,0
